abbr_name,full_name,credits,semester,school
GEOL 171,Earthquakes &Natural Disasters,3,Fall2023,1
GEOL 190,Intro Quantitative Geoscience,3,Fall2023,1
GEOL 302,Oceanography,4,Fall2023,1
GEOL 311,Mineralogy &Structure of Earth,3,Fall2023,1
GEOL 312,Mineral Strctrs&Equilibria Lab,1,Fall2023,1
GEOL 315,Gemstones,3,Fall2023,1
GEOL 316,Geochemistry,3,Fall2023,1
GEOL 351,Environmental Geology,3,Fall2023,1
GEOL 391,Special Studies in Geology,6,Fall2023,1
GEOL 399,Senior Honors Research,5,Fall2023,1
GEOL 501,Simple Error Analysis Matlab,2,Fall2023,1
GEOL 511,Raman Spctrscpy Crystln Solids,3,Fall2023,1
GEOL 535,Petroleum & Subsurface Geology,4,Fall2023,1
GEOL 536,Geological Log Analysis,1,Fall2023,1
GEOL 538,Basin Analysis,3,Fall2023,1
GEOL 541,Geomorphology,4,Fall2023,1
GEOL 554,Contaminants in Groundwater,3,Fall2023,1
GEOL 555,Climate Science,3,Fall2023,1
GEOL 572,Geophysics,3,Fall2023,1
GEOL 578,Seismic Data Analysis&Intrprtn,3,Fall2023,1
GEOL 591,Topics in Geology:,3,Fall2023,1
GERM 104,Elementary German I,5,Fall2023,1
GERM 108,Elementary German II,5,Fall2023,1
GERM 111,Introduction to German I,3,Fall2023,1
GERM 145,Fairy Tales Grimm Disney &Bynd,3,Fall2023,1
GERM 177,First Year Seminar:,3,Fall2023,1
GERM 201,Intermediate German I,3,Fall2023,1
GERM 202,Intermediate German II,3,Fall2023,1
GERM 240,Intro to Translation & Theory,3,Fall2023,1
GERM 301,High Intermediate German I,3,Fall2023,1
GERM 315,"Mgic, Mrdr, Mnstrs: German Lit",3,Fall2023,1
GERM 336,German Transatlantic Expernce,3,Fall2023,1
GERM 401,Advanced German I,3,Fall2023,1
GERM 453,Investigation and Conference:,3,Fall2023,1
GIST 205,"Muslim Lives: Poltcs,Cultr,Soc",3,Fall2023,1
GIST 210,Culture and Health,3,Fall2023,1
GIST 211,"Culture and Health, Honors",3,Fall2023,1
GIST 220,Introdctn Globl&Intrntl Stdies,3,Fall2023,1
GIST 303,"Language, Gender and Sexuality",3,Fall2023,1
GIST 306,Global Environmental Literatre,3,Fall2023,1
GIST 321,Graphic Novels as Memory,3,Fall2023,1
GIST 329,Israli-Palstnan CnfIc:An Intro,3,Fall2023,1
GIST 355,International Women's Rights,3,Fall2023,1
GIST 371,Environmental Geopolitics,3,Fall2023,1
GIST 376,"Immigrants,Refugees,Diasporas",3,Fall2023,1
GIST 465,Genocide and Ethnocide,3,Fall2023,1
GIST 495,Global Internship,3,Fall2023,1
GIST 503,Advnd Topics Middle East Stds:,3,Fall2023,1
GIST 570,Anthropology of Violence,3,Fall2023,1
GIST 601,Indigenous Peopls of the World,3,Fall2023,1
GIST 610,Intrdscplnry Mthds Globl Cntxt,3,Fall2023,1
GRK 104,Elementary Ancient Greek,5,Fall2023,1
GRK 105,"Elementary Ancient Greek, Hnrs",5,Fall2023,1
GRK 303,Greek Narrative Prose,3,Fall2023,1
GRK 375,Readings in:,3,Fall2023,1
GRK 496,Honors Essay in Greek,3,Fall2023,1
GSMC  50,Sci Spec Studies,0,Fall2023,1
GUIT 100,Guitar,2,Fall2023,1
GUIT 102,Beginning Group Guitar,1,Fall2023,1
GUIT 121,Guitar,4,Fall2023,1
GUIT 221,Guitar,4,Fall2023,1
GUIT 300,Guitar,2,Fall2023,1
GUIT 321,Guitar,2,Fall2023,1
GUIT 421,Guitar,2,Fall2023,1
GUIT 422,Guitar,2,Fall2023,1
GUIT 622,Guitar,4,Fall2023,1
HA 100,Intro to Western Art History,3,Fall2023,1
HA 150,Hist Wstrn Art:Ancnt Thru Mdvl,3,Fall2023,1
HA 151,Hist Wstrn Art:Rnasnc to Cntmp,3,Fall2023,1
HA 166,The Visual Arts of East Asia,3,Fall2023,1
HA 300,Intro to Western Art History,3,Fall2023,1
HA 305,Special Study:,6,Fall2023,1
HA 326,Greek Archaeology and Art,3,Fall2023,1
HA 327,Roman Archaeology and Art,3,Fall2023,1
HA 330,Italian Renaissance Art,3,Fall2023,1
HA 334,Impressionism&Post-Imprssionsm,3,Fall2023,1
HA 363,Modern Korean Art & Culture,3,Fall2023,1
HA 367,Art and Culture of Japan,3,Fall2023,1
HA 376,"Rubens,Rmbrandt,Vrmeer:N.Baroq",3,Fall2023,1
HA 380,History of Photography,3,Fall2023,1
HA 388,Mdrn&Cntmpry Visual Arts Japan,3,Fall2023,1
HA 392,Special Study in Ancient Art:,6,Fall2023,1
HA 394,Special Study Renaissance Art:,6,Fall2023,1
HA 396,Special Study in American Art:,6,Fall2023,1
HA 505,Special Study:,6,Fall2023,1
HA 526,Greek Archaeology and Art,3,Fall2023,1
HA 534,Impressionism&Post-Imprssionsm,3,Fall2023,1
HA 537,Roman Archaeology and Art,3,Fall2023,1
HA 550,Capstone in Art History:,3,Fall2023,1
HA 576,Rubens/Rmbrandt/Vrmeer:N.Baroq,3,Fall2023,1
HA 580,History of Photography,3,Fall2023,1
HA 588,Mdrn&Cntempory Visual Arts Jpn,3,Fall2023,1
HAIT 110,Elementary Haitian I,3,Fall2023,1
HAIT 120,Elementary Haitian II,3,Fall2023,1
HAIT 230,Intermediate Haitian I,3,Fall2023,1
HAIT 500,Dirct Stds in Haitian Lang&Lit,15,Fall2023,1
HAIT 501,Dirctd Stds in Haitian Culture,15,Fall2023,1
HARP 100,Harp,2,Fall2023,1
HARP 121,Harp,4,Fall2023,1
HARP 221,Harp,4,Fall2023,1
HARP 300,Harp,2,Fall2023,1
HARP 321,Harp,2,Fall2023,1
HARP 421,Harp,2,Fall2023,1
HARP 422,Harp,2,Fall2023,1
HARP 622,Harp,4,Fall2023,1
HARP 623,Senior Recital,1,Fall2023,1
HEBR 110,Elementary Modern Hebrew I,5,Fall2023,1
HEBR 210,Intermediate Modern Hebrew I,3,Fall2023,1
HEBR 340,Advanced Modern Hebrew I,3,Fall2023,1
HEBR 490,Independent Study,3,Fall2023,1
HEIM 210,Introduction to Healthcare,1,Fall2023,1
HEIM 230,Medical Terminology,3,Fall2023,1
HEIM 401,Intro Hlth Inform Mgmt (HIM),3,Fall2023,1
HEIM 415,Healthcare Delivery Systems,3,Fall2023,1
HEIM 425,Pharm Cncpts for Hlth Info Mgt,2,Fall2023,1
HEIM 435,Clinical Concepts for HIM,3,Fall2023,1
HEIM 485,Indp Stdy Hlth Inf,10,Fall2023,1
HEIM 501,Inform Res & Professional Dev,2,Fall2023,1
HEIM 510,Prof Pract Exper / Lab I,1,Fall2023,1
HEIM 567,Qual&Perf Improvmnt in Hlthcre,3,Fall2023,1
HEIM 570,Intro to Hlthcare Management,3,Fall2023,1
HEIM 571,Human Resource Mgt in Hlthcare,3,Fall2023,1
HEIM 575,Appld Stats & Res Meth Hlthcar,3,Fall2023,1
HEIM 585,Healthcare Reimbursement,3,Fall2023,1
HEIM 635,Clin Terminol & Clasifctons II,3,Fall2023,1
HEIM 681,Management Practicum,3,Fall2023,1
HIST 104,Intro to African History,3,Fall2023,1
HIST 106,Introduction to Roman History,3,Fall2023,1
HIST 109,The Black Experience Americas,3,Fall2023,1
HIST 114,Renaissnc-Rev:Europe 1500-1789,3,Fall2023,1
HIST 119,Modern East Asia,3,Fall2023,1
HIST 124,Latin American Culture&Society,3,Fall2023,1
HIST 128,Histry of US Through Civil War,3,Fall2023,1
HIST 129,Hist of US After the Civil War,3,Fall2023,1
HIST 140,Globl Envr I:Discvry Envr Chng,3,Fall2023,1
HIST 144,"Glbl Evrn I:Dscvry Evrn Chg,Hn",3,Fall2023,1
HIST 150,Introduction to Food History:,3,Fall2023,1
HIST 160,Introdctn West African History,3,Fall2023,1
HIST 203,Spkng Past-Catgry I/Wstrn Tpc:,3,Fall2023,1
HIST 300,Modern Africa,3,Fall2023,1
HIST 301,The Historian's Craft,3,Fall2023,1
HIST 320,Goddesses-Witches:Premd Europe,3,Fall2023,1
HIST 321,Mystics to Femnists:1600-Prsnt,3,Fall2023,1
HIST 332,Sex in History,3,Fall2023,1
HIST 334,The Great War:  History of WWI,3,Fall2023,1
HIST 336,"Ethics, Ideas, and Nature",3,Fall2023,1
HIST 341,Hitler and Nazi Germany,3,Fall2023,1
HIST 345,Hard Times: Deprsn Yrs 1929-41,3,Fall2023,1
HIST 350,"The Korean War, 1950-1953",3,Fall2023,1
HIST 351,Amrcn Indn&Whte Rlatns to 1865,3,Fall2023,1
HIST 356,At the Movies: US History,3,Fall2023,1
HIST 358,The Vietnam War,3,Fall2023,1
HIST 376,"Immigrants,Refugees,Diasporas",3,Fall2023,1
HIST 383,United States in the 1960s,3,Fall2023,1
HIST 389,Topics in Western History:,3,Fall2023,1
HIST 390,Topics in Non-Western History:,3,Fall2023,1
HIST 394,Made in China:Chinese Bus Hist,3,Fall2023,1
HIST 399,The Samurai,3,Fall2023,1
HIST 410,The American Revolution,3,Fall2023,1
HIST 475,Professional Skills in History,3,Fall2023,1
HIST 481,Harem to Street:Gender MidEast,3,Fall2023,1
HIST 482,Israli-Palstnan CnfIc:An Intro,3,Fall2023,1
HIST 492,Readings in History,4,Fall2023,1
HIST 493,History Research Internship,3,Fall2023,1
HIST 512,Foodways:  Latin America,3,Fall2023,1
HIST 514,The Civil Rights Movement,3,Fall2023,1
HIST 517,The Seventies:American History,3,Fall2023,1
HIST 572,Ancient Amer Civl:Centrl Andes,3,Fall2023,1
HIST 574,Slavery in the New World,3,Fall2023,1
HIST 578,Global Indigenous History,3,Fall2023,1
HIST 690,Honors Course in History,3,Fall2023,1
HIST 696,Seminar in:,3,Fall2023,1
HMGT 300,Intro to Healthcare Management,3,Fall2023,1
HMGT 310,Health Communication,3,Fall2023,1
HMGT 450,Econ & Finance of Healthcare,3,Fall2023,1
HNRS 190,First Year Honors Seminar:,1,Fall2023,1
HNRS 195,Transfer Honors Seminar:,1,Fall2023,1
HNRS 370,Personal Writing Seminar,1,Fall2023,1
HNRS 492,Topics and Problems on:,6,Fall2023,1
HNRS 496,Honors Internship,3,Fall2023,1
HNRS 497,Honors Seminar Assistantship,0,Fall2023,1
HPCD 100,Harpsichord,2,Fall2023,1
HPCD 300,Harpsichord,2,Fall2023,1
HPCD 621,Harpsichord,4,Fall2023,1
HSCI 315,Exploring Careers Health Sci,1,Fall2023,1
HSCI 320,Principles of Nutrition,3,Fall2023,1
HSCI 340,Introduction to Public Health,3,Fall2023,1
HSCI 421,Public Health Nutrition,3,Fall2023,1
HSCI 422,Nutrition Assessment,3,Fall2023,1
HSCI 441,Population Health,3,Fall2023,1
HSCI 495,MCAT Preparation Course,4,Fall2023,1
HSCI 498,Pathways in Health Sci Careers,1,Fall2023,1
HSCI 522,Advanced Sports Nutrition,3,Fall2023,1
HSCI 599,Health Science Capstone,3,Fall2023,1
HSES 108,Basic Skill Instruction in:,2,Fall2023,1
HSES 201,Team Sports,2,Fall2023,1
HSES 236,Practicum in:,3,Fall2023,1
HSES 244,Intro Physical Ed&Sport Studes,3,Fall2023,1
HSES 248,First Aid,2,Fall2023,1
HSES 260,Personal and Community Health,3,Fall2023,1
HSES 269,Introductn to Exercise Science,3,Fall2023,1
HSES 289,Introductn to Sport Management,3,Fall2023,1
HSES 299,Careers in Sport Management,3,Fall2023,1
HSES 302,Practcm Adptv Phycl Educ PK-12,2,Fall2023,1
HSES 305,Mthds Strength Training&Cndtng,3,Fall2023,1
HSES 307,Tactical Strength&Conditioning,3,Fall2023,1
HSES 310,Research&Data Analysis in HSES,3,Fall2023,1
HSES 315,Methods Teaching Elementary PE,3,Fall2023,1
HSES 330,Principles of Nutrition&Health,3,Fall2023,1
HSES 331,Sport and Exercise Nutrition,3,Fall2023,1
HSES 335,Clinical Field Experience,3,Fall2023,1
HSES 340,Instrc Strat in Motor Devlpmnt,2,Fall2023,1
HSES 341,Instrc Strat Phys Ed Elem Tchr,1,Fall2023,1
HSES 350,Care&Prevntn Athletic Injuries,3,Fall2023,1
HSES 365,Peer Health Education,3,Fall2023,1
HSES 369,Kinesiology,3,Fall2023,1
HSES 370,Health and Pathophysiology,3,Fall2023,1
HSES 372,Exercise Physiology,3,Fall2023,1
HSES 375,Nuromsclr Exrcs Phys&Mtr Cntrl,3,Fall2023,1
HSES 380,Sociology of Sport,3,Fall2023,1
HSES 381,Sport Ethics,3,Fall2023,1
HSES 382,Sport Facilities&Event Managmt,3,Fall2023,1
HSES 384,Sport Law,3,Fall2023,1
HSES 385,Psycholgcl Aspects of Exercise,3,Fall2023,1
HSES 403,Health Behavior Theory,3,Fall2023,1
HSES 410,Program Design in Phys Educatn,3,Fall2023,1
HSES 418,Health Aspects of Aging,3,Fall2023,1
HSES 467,Introduction to Health Educatn,3,Fall2023,1
HSES 470,Biomechanics,3,Fall2023,1
HSES 473,Clinical Fit Evaltn Techniques,3,Fall2023,1
HSES 474,Exercise Biochemistry,3,Fall2023,1
HSES 475,Undergraduate Research in HSES,3,Fall2023,1
HSES 480,Physcl Act&Exrse Mgmt Indv Dis,3,Fall2023,1
HSES 481,Sport Fundraising& Sponsorship,3,Fall2023,1
HSES 483,Sport Finance and Economics,3,Fall2023,1
HSES 485,Sport Communication,3,Fall2023,1
HSES 486,Sport Marketing,3,Fall2023,1
HSES 487,Personnel Management in Sport,3,Fall2023,1
HSES 488,Pre-Internship Seminar,1,Fall2023,1
HSES 497,Independent Study,3,Fall2023,1
HSES 499,Internship in Sport Management,16,Fall2023,1
HSES 500,Student Teaching in Physcl Ed,14,Fall2023,1
HSES 501,Seminar in Teaching Phys Ed,2,Fall2023,1
HSES 578,Health Internship Seminar,2,Fall2023,1
HSES 580,Internship in:,16,Fall2023,1
HSES 598,Special Course:,3,Fall2023,1
HUM 110,Introduction to Humanities,3,Fall2023,1
HUM 204,Western Civilization I,3,Fall2023,1
HUM 205,Western Civilization II,3,Fall2023,1
HUM 332,Sex in History,3,Fall2023,1
HUM 348,Amrcn Indn&Whte Rlatns to 1865,3,Fall2023,1
HUM 552,Foodways:  Latin America,3,Fall2023,1
IA 205,Profsnl Communications Skills,3,Fall2023,1
IA 208,Interior Architecture Studio I,6,Fall2023,1
IA 210,Humn Factors in the Blt Evrnmt,3,Fall2023,1
IA 240,History &Theory of Built Env.I,3,Fall2023,1
IA 359,Special Problems,3,Fall2023,1
IA 508,Interior Arch Studio III,3,Fall2023,1
IA 522,Furniture Design,3,Fall2023,1
IBUS 410,Intro to Internationl Business,3,Fall2023,1
IBUS 480,International Management,3,Fall2023,1
ILLU 205,Drawing Media for Illustratn I,3,Fall2023,1
ILLU 315,Introduction to Illustration,3,Fall2023,1
ILLU 415,Illustration Concepts,4,Fall2023,1
ILLU 425,Concept Art,3,Fall2023,1
ILLU 510,Advanced Animation,4,Fall2023,1
ILLU 535,Promo & Marketing for ILLU I,3,Fall2023,1
INDD 284,Basic Industrial Design Studio,3,Fall2023,1
INDD 312,Drawing for Industrial Dsgn II,3,Fall2023,1
INDD 320,Directed Readings in INDD,1,Fall2023,1
INDD 350,Computer-Aided Design,3,Fall2023,1
INDD 378,Problems in Industrial Design:,3,Fall2023,1
INDD 446,Advncd Industrial Desgn Studio,4,Fall2023,1
INDD 510,Human Factors & Ergonomics,3,Fall2023,1
INDD 580,Senior Industrial Desgn Studio,4,Fall2023,1
ISP 304,Special Topics:,3,Fall2023,1
ISP 348,Amrcn Indn&Whte Rlatns to 1865,3,Fall2023,1
ISP 504,Topics Indigenous Studies:,3,Fall2023,1
ISP 552,Foodways:  Latin America,3,Fall2023,1
ISP 578,Global Indigenous History,3,Fall2023,1
ISP 601,Indigenous Peopls of the World,3,Fall2023,1
ISP 673,Environmental Justice,3,Fall2023,1
IST 204,Excel Essentials for Business,1,Fall2023,1
IST 230,Intro AIO Professions,1,Fall2023,1
IST 310,Intro Info & Mgmt Prod Systems,3,Fall2023,1
IST 320,Fundamntls of Software Dvlpmnt,3,Fall2023,1
IST 325,Systems Analysis and Design,3,Fall2023,1
IST 326,Database Management Systems,3,Fall2023,1
IST 330,Fndmntl Businss Computr Ntwrkg,3,Fall2023,1
IST 405,Contemporary Info Tech Topics,3,Fall2023,1
IST 410,IT Project Management,3,Fall2023,1
IST 435,Information Security,3,Fall2023,1
IST 495,Foundations Business Analytics,3,Fall2023,1
IST 500,Indv Rsch Informtn Systms Tech,5,Fall2023,1
ITAL 107,Elementry Italian Conversatn I,3,Fall2023,1
ITAL 110,Elementary Italian I,5,Fall2023,1
ITAL 120,Elementary Italian II,5,Fall2023,1
ITAL 177,First Year Seminar:,3,Fall2023,1
ITAL 230,Intermediate Italian I,3,Fall2023,1
ITAL 240,Intermediate Italian II,3,Fall2023,1
ITAL 300,Composition and Conversation,3,Fall2023,1
ITAL 330,Cinematic Rome,3,Fall2023,1
ITAL 340,Studies in Italian Culture:,3,Fall2023,1
ITAL 405,Italian Literatur Translation:,3,Fall2023,1
ITAL 499,Honors in Italian,3,Fall2023,1
ITEC 310,Cmptr Orgnztn&Platfrm Technlgs,3,Fall2023,1
ITEC 312,Emerging Tech in Cybersecurity,3,Fall2023,1
ITEC 314,Fund of Applied Data Analytics,3,Fall2023,1
ITEC 316,Database Applications,3,Fall2023,1
ITEC 320,System&Network Administration,3,Fall2023,1
ITEC 340,Computer&Information Security,3,Fall2023,1
ITEC 380,Managing IT Projects,3,Fall2023,1
ITEC 399,Directed Reading in ITEC,4,Fall2023,1
ITEC 406,Data Mining and Intelligence,3,Fall2023,1
ITEC 410,Software Engineering&Managmnt,3,Fall2023,1
ITEC 414,Database Design,3,Fall2023,1
ITEC 416,System Integration&Architectre,3,Fall2023,1
ITEC 420,Operating Systems,3,Fall2023,1
ITEC 422,Computer Networks,3,Fall2023,1
ITEC 426,Cyber Defense & Countermeasure,3,Fall2023,1
ITEC 428,Testing Vulnerability Analysis,3,Fall2023,1
ITEC 430,Human-Computer Interaction,3,Fall2023,1
ITEC 440,Cloud Computing,3,Fall2023,1
ITEC 490,ITEC Capstone I,3,Fall2023,1
ITEC 492,ITEC Capstone II,3,Fall2023,1
JAZZ 405,Jazz Theory and Performance I,3,Fall2023,1
JAZZ 407,Jazz Theory & Performance III,3,Fall2023,1
JAZZ 408,Jazz Ensemble,1,Fall2023,1
JAZZ 409,Jazz Combo,1,Fall2023,1
JAZZ 412,Vocal Jazz Ensemble,1,Fall2023,1
JAZZ 435,Jazz Pedagogy,2,Fall2023,1
JAZZ 459,Jazz Arranging,2,Fall2023,1
JAZZ 622,Studio Instruction,4,Fall2023,1
JAZZ 623,Senior Recital,1,Fall2023,1
JMC 101,Media and Society,3,Fall2023,1
JMC 104,Words at Work:Wrtng Essentials,3,Fall2023,1
JMC 150,Stand and Deliver,3,Fall2023,1
JMC 201,Current Issues in Journalism,3,Fall2023,1
JMC 205,Career Exploration & Planning,1,Fall2023,1
JMC 210,Basic Video Production,2,Fall2023,1
JMC 211,Tech Tools: Audio / Video,1,Fall2023,1
JMC 212,Tech Tools: Graphic Design,1,Fall2023,1
JMC 213,Tech Tools: Visuals,1,Fall2023,1
JMC 214,Tech Tools: Presentation,1,Fall2023,1
JMC 215,Tech Tools: Web Coding,1,Fall2023,1
JMC 260,Agency: Introduction,3,Fall2023,1
JMC 300,Visual Storytelling,2,Fall2023,1
JMC 302,Information Exploration,3,Fall2023,1
JMC 304,Media Writing for Audiences,3,Fall2023,1
JMC 305,"Writing for Media, Honors",3,Fall2023,1
JMC 308,Ethics in a Wired World,3,Fall2023,1
JMC 309,Data Storytelling,3,Fall2023,1
JMC 315,Health and Science Comm,3,Fall2023,1
JMC 319,Topics Jour & Mass Comnctns:,1,Fall2023,1
JMC 320,"Int Dgtl Mktg Com,Advr&Pblc Rl",3,Fall2023,1
JMC 330,Sports Media in 21st Cent,3,Fall2023,1
JMC 340,Creative Concepting,3,Fall2023,1
JMC 341,Applied Video Editing,1,Fall2023,1
JMC 342,Applied Graphic Design,1,Fall2023,1
JMC 345,Audience Experience,3,Fall2023,1
JMC 406,Media Practicum,3,Fall2023,1
JMC 408,Media Law and Ethics,3,Fall2023,1
JMC 410,Media Photography,3,Fall2023,1
JMC 415,Multimedia Reporting,3,Fall2023,1
JMC 419,Multimedia Editing,3,Fall2023,1
JMC 420,"Adv Dgtl Mktg Com,Advr&Pblc Rl",3,Fall2023,1
JMC 430,Communicating Sports Info,3,Fall2023,1
JMC 440,Creative Video Prodc/Directing,3,Fall2023,1
JMC 445,Creative Audio Prod&Podcasting,3,Fall2023,1
JMC 450,Project Management,1,Fall2023,1
JMC 460,"Rsc Dgtl Mktg Com,Advr&Pblc Rl",3,Fall2023,1
JMC 488,Laboratory in Media Production,3,Fall2023,1
JMC 503,Histry of Journalism&Mass Comm,3,Fall2023,1
JMC 506,Directed Studies in Journalism,3,Fall2023,1
JMC 507,Practicum Journalsm (Profssnl),3,Fall2023,1
JMC 534,Diversity in Media,3,Fall2023,1
JMC 551,Advanced Multimedia Reporting,3,Fall2023,1
JMC 552,Broadcast Reporting,3,Fall2023,1
JMC 553,Advanced Editing & Production,3,Fall2023,1
JMC 560,"Msg Dv Dgtl Mkt Cm,Adv&Pblc Rl",3,Fall2023,1
JMC 613,Global Communications,3,Fall2023,1
JMC 620,TV News-Advanced Media,3,Fall2023,1
JMC 630,Depth Rprtng-Advd Media/Capstn,3,Fall2023,1
JMC 640,"Cmpgns Dgtl Mkt Cm,Adv&Pblc Rl",3,Fall2023,1
JMC 645,Media Arts Capstone,3,Fall2023,1
JMC 650,Magazine Journalism-Adv Media,3,Fall2023,1
JMC 660,Prof Capstn - Adv Media/Capstn,3,Fall2023,1
JMC 670,Intellectual Property in Pract,3,Fall2023,1
JPN 100,Beginning Japanese I,3,Fall2023,1
JPN 104,Elementary Japanese I,5,Fall2023,1
JPN 204,Intermediate Japanese I,5,Fall2023,1
JPN 498,Directed Readings in Japanese,4,Fall2023,1
JPN 504,Advanced Modern Japanese I,5,Fall2023,1
JPN 562,Modern Japanese Texts I,3,Fall2023,1
JPN 598,Readings in:,3,Fall2023,1
JWSH 107,"Jews, Christians, Muslims",3,Fall2023,1
JWSH 177,First Year Seminar:,3,Fall2023,1
JWSH 300,Topics in Jewish Studies:,3,Fall2023,1
JWSH 305,"Language, Gender and Sexuality",3,Fall2023,1
JWSH 325,Introduction to Judaism,3,Fall2023,1
JWSH 329,Israli-Palstnan CnfIc:An Intro,3,Fall2023,1
JWSH 330,Mystical Tradition in Judaism,3,Fall2023,1
JWSH 341,Hitler and Nazi Germany,3,Fall2023,1
JWSH 349,Antisemitism:  A Long History,3,Fall2023,1
JWSH 420,Politics &Government in Israel,3,Fall2023,1
JWSH 422,Topics in Israeli Society:,3,Fall2023,1
JWSH 490,Directd Study in Jewish Stdies,3,Fall2023,1
JWSH 491,"Dirctd Stdy in Jewish Stdies,H",3,Fall2023,1
JWSH 601,Senior Seminar in Jewish Studi,3,Fall2023,1
KISW 110,Elementary KiSwahili I,5,Fall2023,1
KISW 210,Intermediate KiSwahili I,3,Fall2023,1
KISW 310,Advanced KiSwahili I,3,Fall2023,1
KISW 401,Readings in KiSwahili I,3,Fall2023,1
KOR 100,Beginning Korean I,3,Fall2023,1
KOR 104,Elementary Korean I,5,Fall2023,1
KOR 204,Intermediate Korean I,5,Fall2023,1
KOR 498,Directed Readings in Korean,4,Fall2023,1
KOR 504,Advanced Modern Korean I,5,Fall2023,1
KOR 562,Modern Korean Texts I,3,Fall2023,1
KOR 598,Readings in:,3,Fall2023,1
KQKL 110,Elementary Kaqchikel Maya I,3,Fall2023,1
KQKL 230,Intermediate Kaqchikel Maya I,3,Fall2023,1
KQKL 350,Advanced Kaqchikel Maya I,3,Fall2023,1
KQKL 500,Directed Studies in Kaqchikel,3,Fall2023,1
LA&S 108,Personal Numeracy,3,Fall2023,1
LA&S 172,Exploring Health Professions,3,Fall2023,1
LA&S 250,Western Civilization I,3,Fall2023,1
LA&S 260,Interpersonal Management,3,Fall2023,1
LA&S 262,Workplace Success Skills,3,Fall2023,1
LA&S 372,Prep for Prog Health Professns,3,Fall2023,1
LA&S 470,Job Srch Skls Lbrl Arts&Sci Mj,1,Fall2023,1
LA&S 475,Professional Career Management,3,Fall2023,1
LA&S 485,Global Career Management,3,Fall2023,1
LA&S 490,Internship Exploration,5,Fall2023,1
LA&S 494,Sr Semnr in Librl Arts&Science,3,Fall2023,1
LAC 100,Latin American Culture&Society,3,Fall2023,1
LAC 300,Intrdsplnry Thems Lat Amr Stds,3,Fall2023,1
LAC 302,Topcs Latin American Area Std:,3,Fall2023,1
LAC 310,Topics in LAC - Anthropology:,3,Fall2023,1
LAC 312,Topics in LAC - Sp Am Lit Clt:,3,Fall2023,1
LAC 318,Topics in LAC - Trns Atlc&Ntl:,3,Fall2023,1
LAC 332,Lang &Society in Latin America,3,Fall2023,1
LAC 500,Drctd Stdy Lat Am Area Studies,3,Fall2023,1
LAC 510,Topics in LAC - Anthropology:,3,Fall2023,1
LAC 558,Ancient Amer Civl:Centrl Andes,3,Fall2023,1
LAC 559,Ancient Central America,3,Fall2023,1
LAC 602,Tpcs in Latin Americn Studies:,3,Fall2023,1
LAT 104,Elementary Latin I,5,Fall2023,1
LAT 105,"Elementary Latin I, Honors",5,Fall2023,1
LAT 112,Readings in Latin Literature,3,Fall2023,1
LAT 113,"Readings Latin Literature, Hrs",3,Fall2023,1
LAT 303,Roman Historians,3,Fall2023,1
LAT 375,Readings in:,3,Fall2023,1
LAT 496,Honors Essay in Latin,3,Fall2023,1
LDST 200,Intro Leadrshp Studes&Applctns,3,Fall2023,1
LDST 203,"Intro to Leadership, Hnrs",3,Fall2023,1
LDST 301,It's On Us:Gndr Bsd Vlnc Prvnt,1,Fall2023,1
LDST 420,"Cmmnctn,Leadrshp,&Cnflict Mgmt",3,Fall2023,1
LDST 431,Communication and Leadership,3,Fall2023,1
LDST 470,Indp Study in Ldrshp Studies,6,Fall2023,1
LDST 500,Direct Read in Ldrshp Studies,6,Fall2023,1
LDST 520,Leadership Ethics,3,Fall2023,1
LING 106,Introductory Linguistics,3,Fall2023,1
LING 107,"Introductory Linguistics, Hnrs",3,Fall2023,1
LING 110,Language and Mind,3,Fall2023,1
LING 111,"Language & Mind, Honors",3,Fall2023,1
LING 120,The Physics of Speech,4,Fall2023,1
LING 250,Intro to Translation & Theory,3,Fall2023,1
LING 305,Phonetics I,3,Fall2023,1
LING 320,Language in Cultur and Society,3,Fall2023,1
LING 325,Syntax I,3,Fall2023,1
LING 345,Language and Gender,3,Fall2023,1
LING 415,Second Language Acquisition I,3,Fall2023,1
LING 418,Introduction Cognitive Science,3,Fall2023,1
LING 420,Capstone:Research Lang Science,3,Fall2023,1
LING 447,North American Indian Language,3,Fall2023,1
LING 490,Independent Study,3,Fall2023,1
LING 491,Topics in Linguistics:,3,Fall2023,1
LING 496,Honors Essay in Linguistics,3,Fall2023,1
LING 514,Phonology II,3,Fall2023,1
LING 527,Morphology,3,Fall2023,1
LING 537,Psycholinguistics II,3,Fall2023,1
LWS 330,Introduction to Law & Society,3,Fall2023,1
LWS 332,Methods in Law and Society,3,Fall2023,1
LWS 443,Theoret Foundatns of Law & Soc,3,Fall2023,1
LWS 494,Topics in Law & Society:,3,Fall2023,1
MATH   2,Intermediate Mathematics,3,Fall2023,1
MATH 101,College Algebra:,3,Fall2023,1
MATH 103,Trigonometry,2,Fall2023,1
MATH 104,Precalculus Mathematics,5,Fall2023,1
MATH 105,Intro Quantitative Reasoning,3,Fall2023,1
MATH 110,Math Elmntry School Teachrs II,3,Fall2023,1
MATH 115,Calculus I,3,Fall2023,1
MATH 116,Calculus II,3,Fall2023,1
MATH 125,Calculus I,4,Fall2023,1
MATH 126,Calculus II,4,Fall2023,1
MATH 127,Calculus III,4,Fall2023,1
MATH 145,"Calculus I, Honors",4,Fall2023,1
